AlphaNet(
  (ts_cov10): Cov()
  (ts_corr10): Corr()
  (ts_stddev10): StdDev()
  (ts_zscore10): ZScore()
  (ts_return10): Return()
  (ts_decaylinear10): DecayLinear()
  (bn): BatchNorm2d(1, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (pooling): Pooling()
  (flatten): Flatten()
  (fc1): Linear(in_features=648, out_features=30, bias=True)
[training] epoch: 1, step: 98, loss: 2.155261754989624
[training] epoch: 1, step: 99, loss: 3.477595567703247
[training] epoch: 1, step: 100, loss: 8.0386323928833
[training] epoch: 1, step: 101, loss: 13.579671859741211
[training] epoch: 1, step: 102, loss: 9.031733512878418
[training] epoch: 1, step: 103, loss: 3.1390788555145264
[training] epoch: 1, step: 104, loss: 9.7619047164917
[training] epoch: 1, step: 105, loss: 2.1185495853424072
[training] epoch: 1, step: 106, loss: 3.11771297454834
[training] epoch: 1, step: 107, loss: 2.742746114730835
[training] epoch: 1, step: 108, loss: 1.3544414043426514
[training] epoch: 1, step: 109, loss: 3.1307284832000732
[training] epoch: 1, step: 110, loss: 2.385028600692749
[training] epoch: 1, step: 111, loss: 4.465403079986572
[training] epoch: 1, step: 112, loss: 1.617188811302185
[training] epoch: 1, step: 113, loss: 1.2506167888641357
[training] epoch: 1, step: 114, loss: 6.433474063873291
[training] epoch: 1, step: 115, loss: 25.396770477294922
[training] epoch: 1, step: 116, loss: 20.875675201416016
[training] epoch: 1, step: 117, loss: 5.66195821762085
[training] epoch: 1, step: 118, loss: 9.932445526123047
[training] epoch: 1, step: 119, loss: 9.389666557312012
[training] epoch: 1, step: 120, loss: 7.738158226013184
[training] epoch: 1, step: 121, loss: 6.347830772399902
[training] epoch: 1, step: 122, loss: 6.40152645111084
[training] epoch: 1, step: 123, loss: 7.101044178009033
[training] epoch: 1, step: 124, loss: 9.653299331665039
[training] epoch: 1, step: 125, loss: 11.646259307861328
[training] epoch: 1, step: 126, loss: 6.442309379577637
[training] epoch: 1, step: 127, loss: 5.205266952514648
[training] epoch: 1, step: 128, loss: 15.81210708618164
[training] epoch: 1, step: 129, loss: 21.92618751525879
[training] epoch: 1, step: 130, loss: 6.11633825302124
[training] epoch: 1, step: 131, loss: 4.986431121826172
[training] epoch: 1, step: 132, loss: 4.41062068939209
[training] epoch: 1, step: 133, loss: 22.340288162231445
[training] epoch: 1, step: 134, loss: 9.876187324523926
[training] epoch: 1, step: 135, loss: 9.916729927062988
[validation] epoch: 1, loss: 8.01780918415855
[training] epoch: 2, step: 1, loss: 6.049307346343994
[training] epoch: 2, step: 2, loss: 8.47244930267334
[training] epoch: 2, step: 3, loss: 5.384123802185059
[training] epoch: 2, step: 4, loss: 8.15673828125
[training] epoch: 2, step: 5, loss: 3.7268519401550293
[training] epoch: 2, step: 6, loss: 3.316593885421753
[training] epoch: 2, step: 7, loss: 24.100528717041016
[training] epoch: 2, step: 8, loss: 14.484024047851562
[training] epoch: 2, step: 9, loss: 6.096344947814941
[training] epoch: 2, step: 10, loss: 2.19758939743042
[training] epoch: 2, step: 11, loss: 2.9924960136413574
[training] epoch: 2, step: 12, loss: 4.078935623168945
[training] epoch: 2, step: 13, loss: 4.859079360961914
[training] epoch: 2, step: 14, loss: 7.6219482421875
[training] epoch: 2, step: 15, loss: 3.444251537322998
[training] epoch: 2, step: 16, loss: 7.025333881378174
[training] epoch: 2, step: 17, loss: 2.9619758129119873
[training] epoch: 2, step: 18, loss: 7.230010509490967
[training] epoch: 2, step: 19, loss: 2.918139934539795
[training] epoch: 2, step: 20, loss: 4.738491535186768
[training] epoch: 2, step: 21, loss: 14.67090892791748
[training] epoch: 2, step: 22, loss: 27.072452545166016
[training] epoch: 2, step: 23, loss: 7.365521430969238
[training] epoch: 2, step: 24, loss: 3.6415085792541504
[training] epoch: 2, step: 25, loss: 4.41611909866333
[training] epoch: 2, step: 26, loss: 5.306962490081787
[training] epoch: 2, step: 27, loss: 5.141037940979004
[training] epoch: 2, step: 28, loss: 5.006115436553955
[training] epoch: 2, step: 29, loss: 2.8496665954589844
[training] epoch: 2, step: 30, loss: 7.522679328918457
[training] epoch: 2, step: 31, loss: 6.607049942016602
[training] epoch: 2, step: 32, loss: 7.692631721496582
[training] epoch: 2, step: 33, loss: 5.255443096160889
[training] epoch: 2, step: 34, loss: 6.828129768371582
[training] epoch: 2, step: 35, loss: 5.316406726837158
[training] epoch: 2, step: 36, loss: 27.36520767211914
[training] epoch: 2, step: 37, loss: 18.85291862487793
[training] epoch: 2, step: 38, loss: 5.910741329193115
[training] epoch: 2, step: 39, loss: 14.179460525512695
[training] epoch: 2, step: 40, loss: 8.042052268981934
[training] epoch: 2, step: 41, loss: 7.267198085784912
[training] epoch: 2, step: 42, loss: 4.411775588989258
[training] epoch: 2, step: 43, loss: 8.08372688293457
[training] epoch: 2, step: 44, loss: 2.905722141265869
[training] epoch: 2, step: 45, loss: 2.7531795501708984
[training] epoch: 2, step: 46, loss: 2.0234532356262207
[training] epoch: 2, step: 47, loss: 4.024618625640869
[training] epoch: 2, step: 48, loss: 1.0215202569961548
[training] epoch: 2, step: 49, loss: 5.957634449005127
[training] epoch: 2, step: 50, loss: 21.728031158447266
[training] epoch: 2, step: 51, loss: 6.223724842071533
[training] epoch: 2, step: 52, loss: 4.064859390258789
[training] epoch: 2, step: 53, loss: 5.602375030517578
[training] epoch: 2, step: 54, loss: 6.385233402252197
[training] epoch: 2, step: 55, loss: 5.178112983703613
[training] epoch: 2, step: 56, loss: 4.537927150726318
[training] epoch: 2, step: 57, loss: 2.7652759552001953
[training] epoch: 2, step: 58, loss: 8.761616706848145
[training] epoch: 2, step: 59, loss: 8.477129936218262
[training] epoch: 2, step: 60, loss: 9.61825180053711
[training] epoch: 2, step: 61, loss: 8.278271675109863
[training] epoch: 2, step: 62, loss: 4.856411933898926
[training] epoch: 2, step: 63, loss: 6.279304027557373
[training] epoch: 2, step: 64, loss: 17.969877243041992
[training] epoch: 2, step: 65, loss: 5.146474361419678
[training] epoch: 2, step: 66, loss: 6.307578086853027
[training] epoch: 2, step: 67, loss: 4.12015438079834
[training] epoch: 2, step: 68, loss: 5.793740272521973
[training] epoch: 2, step: 69, loss: 8.486282348632812
[training] epoch: 2, step: 70, loss: 6.638195037841797
[training] epoch: 2, step: 71, loss: 9.531986236572266
[training] epoch: 2, step: 72, loss: 4.218498229980469
[training] epoch: 2, step: 73, loss: 3.3678650856018066
[training] epoch: 2, step: 74, loss: 2.845468521118164
[training] epoch: 2, step: 75, loss: 12.320269584655762
[training] epoch: 2, step: 76, loss: 28.029863357543945
[training] epoch: 2, step: 77, loss: 7.4423065185546875
[training] epoch: 2, step: 78, loss: 13.82383918762207
[training] epoch: 2, step: 79, loss: 4.413955211639404
[training] epoch: 2, step: 80, loss: 4.754704475402832
[training] epoch: 2, step: 81, loss: 5.801787376403809
[training] epoch: 2, step: 82, loss: 9.934964179992676
[training] epoch: 2, step: 83, loss: 4.054144859313965
[training] epoch: 2, step: 84, loss: 4.658599376678467
[training] epoch: 2, step: 85, loss: 2.535053253173828
[training] epoch: 2, step: 86, loss: 3.7761149406433105
[training] epoch: 2, step: 87, loss: 13.605938911437988
[training] epoch: 2, step: 88, loss: 2.2326467037200928
[training] epoch: 2, step: 89, loss: 3.721128225326538
[training] epoch: 2, step: 90, loss: 2.238323450088501
[training] epoch: 2, step: 91, loss: 2.4966483116149902
[training] epoch: 2, step: 92, loss: 3.767338991165161
[training] epoch: 2, step: 93, loss: 1.8429174423217773
[training] epoch: 2, step: 94, loss: 4.00838041305542
[training] epoch: 2, step: 95, loss: 2.9955496788024902
[training] epoch: 2, step: 96, loss: 1.9052237272262573
[training] epoch: 2, step: 97, loss: 2.326348066329956
[training] epoch: 2, step: 98, loss: 2.1793041229248047
[training] epoch: 2, step: 99, loss: 3.412993907928467
[training] epoch: 2, step: 100, loss: 8.017255783081055
[training] epoch: 2, step: 101, loss: 13.694605827331543
[training] epoch: 2, step: 102, loss: 9.184635162353516
[training] epoch: 2, step: 103, loss: 3.1400816440582275
[training] epoch: 2, step: 104, loss: 9.869236946105957
[training] epoch: 2, step: 105, loss: 2.022778272628784
[training] epoch: 2, step: 106, loss: 3.107600688934326
[training] epoch: 2, step: 107, loss: 2.695354700088501
[training] epoch: 2, step: 108, loss: 1.2668615579605103
[training] epoch: 2, step: 109, loss: 3.1582863330841064
[training] epoch: 2, step: 110, loss: 2.3982996940612793
[training] epoch: 2, step: 111, loss: 4.477892875671387
[training] epoch: 2, step: 112, loss: 1.5840644836425781
[training] epoch: 2, step: 113, loss: 1.2310326099395752
[training] epoch: 2, step: 114, loss: 6.418511867523193
[training] epoch: 2, step: 115, loss: 25.18164825439453
[training] epoch: 2, step: 116, loss: 20.852060317993164
[training] epoch: 2, step: 117, loss: 5.6494269371032715
[training] epoch: 2, step: 118, loss: 10.021859169006348
[training] epoch: 2, step: 119, loss: 9.34792709350586
[training] epoch: 2, step: 120, loss: 7.618208408355713
[training] epoch: 2, step: 121, loss: 6.2255635261535645
[training] epoch: 2, step: 122, loss: 6.4501142501831055
[training] epoch: 2, step: 123, loss: 7.138136863708496
[training] epoch: 2, step: 124, loss: 9.574525833129883
[training] epoch: 2, step: 125, loss: 11.720309257507324
[training] epoch: 2, step: 126, loss: 6.476291656494141
[training] epoch: 2, step: 127, loss: 5.216609954833984
[training] epoch: 2, step: 128, loss: 15.789803504943848
[training] epoch: 2, step: 129, loss: 21.935386657714844
[training] epoch: 2, step: 130, loss: 6.1474385261535645
[training] epoch: 2, step: 131, loss: 4.947309970855713
[training] epoch: 2, step: 132, loss: 4.356775283813477
[training] epoch: 2, step: 133, loss: 22.311229705810547
[training] epoch: 2, step: 134, loss: 9.901994705200195
[training] epoch: 2, step: 135, loss: 9.785808563232422
[validation] epoch: 2, loss: 8.119353406569537
[training] epoch: 3, step: 1, loss: 5.968212127685547
[training] epoch: 3, step: 2, loss: 8.375327110290527
[training] epoch: 3, step: 3, loss: 5.376530170440674
[training] epoch: 3, step: 4, loss: 8.097638130187988
[training] epoch: 3, step: 5, loss: 3.7492051124572754
[training] epoch: 3, step: 6, loss: 3.309303045272827
[training] epoch: 3, step: 7, loss: 24.103450775146484
[training] epoch: 3, step: 8, loss: 14.441560745239258
[training] epoch: 3, step: 9, loss: 6.1355509757995605
[training] epoch: 3, step: 10, loss: 2.142063856124878
[training] epoch: 3, step: 11, loss: 2.9221479892730713
[training] epoch: 3, step: 12, loss: 4.128162860870361
[training] epoch: 3, step: 13, loss: 4.81063175201416
[training] epoch: 3, step: 14, loss: 7.704306125640869
[training] epoch: 3, step: 15, loss: 3.3960041999816895
[training] epoch: 3, step: 16, loss: 7.00085973739624
[training] epoch: 3, step: 17, loss: 2.897437810897827
[training] epoch: 3, step: 18, loss: 7.376281261444092
[training] epoch: 3, step: 19, loss: 3.0477449893951416
[training] epoch: 3, step: 20, loss: 4.677962303161621
[training] epoch: 3, step: 21, loss: 14.698517799377441
[training] epoch: 3, step: 22, loss: 26.794208526611328
[training] epoch: 3, step: 23, loss: 7.344918251037598
[training] epoch: 3, step: 24, loss: 3.645578384399414
[training] epoch: 3, step: 25, loss: 4.443204879760742
[training] epoch: 3, step: 26, loss: 5.297168731689453
[training] epoch: 3, step: 27, loss: 5.058919429779053
[training] epoch: 3, step: 28, loss: 5.003618240356445
[training] epoch: 3, step: 29, loss: 2.794480085372925
[training] epoch: 3, step: 30, loss: 7.514158725738525
[training] epoch: 3, step: 31, loss: 6.816529750823975
[training] epoch: 3, step: 32, loss: 7.69703483581543
[training] epoch: 3, step: 33, loss: 5.248900413513184
[training] epoch: 3, step: 34, loss: 6.945606708526611
[training] epoch: 3, step: 35, loss: 5.333359718322754
[training] epoch: 3, step: 36, loss: 27.228919982910156
[training] epoch: 3, step: 37, loss: 18.770233154296875
[training] epoch: 3, step: 38, loss: 5.838623046875
[training] epoch: 3, step: 39, loss: 14.23505687713623
[training] epoch: 3, step: 40, loss: 7.955700874328613
[training] epoch: 3, step: 41, loss: 7.219876766204834
[training] epoch: 3, step: 42, loss: 4.355202674865723
[training] epoch: 3, step: 43, loss: 8.06005859375
[training] epoch: 3, step: 44, loss: 2.880178451538086
[training] epoch: 3, step: 45, loss: 2.7600698471069336
[training] epoch: 3, step: 46, loss: 2.026350259780884
[training] epoch: 3, step: 47, loss: 4.024751663208008
[training] epoch: 3, step: 48, loss: 1.02139413356781
[training] epoch: 3, step: 49, loss: 6.036490440368652
[training] epoch: 3, step: 50, loss: 21.72264289855957
[training] epoch: 3, step: 51, loss: 6.2489190101623535
[training] epoch: 3, step: 52, loss: 4.169368743896484
[training] epoch: 3, step: 53, loss: 5.626994609832764
[training] epoch: 3, step: 54, loss: 6.324527263641357
[training] epoch: 3, step: 55, loss: 5.0466156005859375
[training] epoch: 3, step: 56, loss: 4.439239501953125
[training] epoch: 3, step: 57, loss: 2.729124069213867
[training] epoch: 3, step: 58, loss: 8.616963386535645
[training] epoch: 3, step: 59, loss: 8.300079345703125
[training] epoch: 3, step: 60, loss: 9.634989738464355
[training] epoch: 3, step: 61, loss: 8.226202011108398
[training] epoch: 3, step: 62, loss: 4.8858208656311035
[training] epoch: 3, step: 63, loss: 6.264164447784424
[training] epoch: 3, step: 64, loss: 17.950929641723633
[training] epoch: 3, step: 65, loss: 5.167888164520264
[training] epoch: 3, step: 66, loss: 6.381344318389893
[training] epoch: 3, step: 67, loss: 4.28933572769165
[training] epoch: 3, step: 68, loss: 5.710195064544678
[training] epoch: 3, step: 69, loss: 8.469355583190918
[training] epoch: 3, step: 70, loss: 6.715633869171143
[training] epoch: 3, step: 71, loss: 9.554821968078613
[training] epoch: 3, step: 72, loss: 4.155627727508545
[training] epoch: 3, step: 73, loss: 3.336787462234497
[training] epoch: 3, step: 74, loss: 2.987722873687744
[training] epoch: 3, step: 75, loss: 12.332420349121094
[training] epoch: 3, step: 76, loss: 27.77550506591797
[training] epoch: 3, step: 77, loss: 7.322464942932129
[training] epoch: 3, step: 78, loss: 13.944802284240723
[training] epoch: 3, step: 79, loss: 4.356007099151611
[training] epoch: 3, step: 80, loss: 4.696380138397217
[training] epoch: 3, step: 81, loss: 5.8268537521362305
[training] epoch: 3, step: 82, loss: 9.832937240600586
[training] epoch: 3, step: 83, loss: 3.9947619438171387
[training] epoch: 3, step: 84, loss: 4.66442346572876
[training] epoch: 3, step: 85, loss: 2.593820095062256
[training] epoch: 3, step: 86, loss: 3.716766357421875
[training] epoch: 3, step: 87, loss: 13.909785270690918
[training] epoch: 3, step: 88, loss: 2.109405279159546
[training] epoch: 3, step: 89, loss: 3.7560391426086426
[training] epoch: 3, step: 90, loss: 2.199868679046631
[training] epoch: 3, step: 91, loss: 2.5209195613861084
[training] epoch: 3, step: 92, loss: 3.7509231567382812
[training] epoch: 3, step: 93, loss: 1.8379197120666504
[training] epoch: 3, step: 94, loss: 4.005249977111816
[training] epoch: 3, step: 95, loss: 3.0193729400634766
[training] epoch: 3, step: 96, loss: 1.906016230583191
[training] epoch: 3, step: 97, loss: 2.3169054985046387
[training] epoch: 3, step: 98, loss: 2.134653329849243
[training] epoch: 3, step: 99, loss: 3.387939214706421
[training] epoch: 3, step: 100, loss: 7.972748756408691
[training] epoch: 3, step: 101, loss: 13.625292778015137
[training] epoch: 3, step: 102, loss: 9.114069938659668
[training] epoch: 3, step: 103, loss: 3.0378706455230713
[training] epoch: 3, step: 104, loss: 9.822320938110352
[training] epoch: 3, step: 105, loss: 1.9617654085159302
[training] epoch: 3, step: 106, loss: 3.169481039047241
[training] epoch: 3, step: 107, loss: 2.646267890930176
[training] epoch: 3, step: 108, loss: 1.2249634265899658
[training] epoch: 3, step: 109, loss: 3.1411709785461426
[training] epoch: 3, step: 110, loss: 2.3854126930236816
[training] epoch: 3, step: 111, loss: 4.5168232917785645
[training] epoch: 3, step: 112, loss: 1.654652714729309
[training] epoch: 3, step: 113, loss: 1.2651028633117676
[training] epoch: 3, step: 114, loss: 6.424880027770996
[training] epoch: 3, step: 115, loss: 25.341110229492188
[training] epoch: 3, step: 116, loss: 20.931493759155273
[training] epoch: 3, step: 117, loss: 5.568353652954102
[training] epoch: 3, step: 118, loss: 10.027772903442383
[training] epoch: 3, step: 119, loss: 9.339595794677734
[training] epoch: 3, step: 120, loss: 7.594050884246826
[training] epoch: 3, step: 121, loss: 6.241241455078125
[training] epoch: 3, step: 122, loss: 6.34296178817749
[training] epoch: 3, step: 123, loss: 7.123913288116455
[training] epoch: 3, step: 124, loss: 9.619791030883789
[training] epoch: 3, step: 125, loss: 11.697527885437012
[training] epoch: 3, step: 126, loss: 6.432984828948975
[training] epoch: 3, step: 127, loss: 5.077849388122559
[training] epoch: 3, step: 128, loss: 15.712469100952148
[training] epoch: 3, step: 129, loss: 21.786619186401367
[training] epoch: 3, step: 130, loss: 6.034173011779785
[training] epoch: 3, step: 131, loss: 4.962360858917236
[training] epoch: 3, step: 132, loss: 4.3288350105285645
[training] epoch: 3, step: 133, loss: 22.336029052734375
[training] epoch: 3, step: 134, loss: 9.857682228088379
[training] epoch: 3, step: 135, loss: 9.654593467712402
[validation] epoch: 3, loss: 8.22352113092647
[training] epoch: 4, step: 1, loss: 6.015420436859131
[training] epoch: 4, step: 2, loss: 8.391419410705566
[training] epoch: 4, step: 3, loss: 5.277313232421875
[training] epoch: 4, step: 4, loss: 8.134574890136719
[training] epoch: 4, step: 5, loss: 3.7928433418273926
[training] epoch: 4, step: 6, loss: 3.2704193592071533
[training] epoch: 4, step: 7, loss: 24.096385955810547
[training] epoch: 4, step: 8, loss: 14.419842720031738
[training] epoch: 4, step: 9, loss: 6.1057515144348145
[training] epoch: 4, step: 10, loss: 2.2140259742736816
[training] epoch: 4, step: 11, loss: 3.0509421825408936
[training] epoch: 4, step: 12, loss: 4.085020542144775
[training] epoch: 4, step: 13, loss: 4.819344997406006
[training] epoch: 4, step: 14, loss: 7.668292045593262
[training] epoch: 4, step: 15, loss: 3.466338872909546
[training] epoch: 4, step: 16, loss: 6.967824935913086
[training] epoch: 4, step: 17, loss: 2.9007155895233154
[training] epoch: 4, step: 18, loss: 7.281466960906982
[training] epoch: 4, step: 19, loss: 3.064412832260132
[training] epoch: 4, step: 20, loss: 4.72271203994751
[training] epoch: 4, step: 21, loss: 14.592819213867188
[training] epoch: 4, step: 22, loss: 26.70528221130371
[training] epoch: 4, step: 23, loss: 7.287599563598633
[training] epoch: 4, step: 24, loss: 3.7074172496795654
[training] epoch: 4, step: 25, loss: 4.409525394439697
[training] epoch: 4, step: 26, loss: 5.260210037231445
[training] epoch: 4, step: 27, loss: 5.1546759605407715
[training] epoch: 4, step: 28, loss: 4.857196807861328
[training] epoch: 4, step: 29, loss: 2.869795322418213
[training] epoch: 4, step: 30, loss: 7.565662860870361
[training] epoch: 4, step: 31, loss: 6.672468185424805
[training] epoch: 4, step: 32, loss: 7.658746242523193
[training] epoch: 4, step: 33, loss: 5.234560012817383
[training] epoch: 4, step: 34, loss: 6.853590965270996
[training] epoch: 4, step: 35, loss: 5.285585880279541
[training] epoch: 4, step: 36, loss: 27.12566566467285
[training] epoch: 4, step: 37, loss: 18.656673431396484
[training] epoch: 4, step: 38, loss: 5.824774742126465
[training] epoch: 4, step: 39, loss: 14.213815689086914
[training] epoch: 4, step: 40, loss: 7.9456939697265625
[training] epoch: 4, step: 41, loss: 7.19364595413208
[training] epoch: 4, step: 42, loss: 4.380748748779297
[training] epoch: 4, step: 43, loss: 8.054520606994629
[training] epoch: 4, step: 44, loss: 2.9704418182373047
[training] epoch: 4, step: 45, loss: 2.7180566787719727
[training] epoch: 4, step: 46, loss: 2.0877091884613037
[training] epoch: 4, step: 47, loss: 3.9586896896362305
[training] epoch: 4, step: 48, loss: 1.0442498922348022
[training] epoch: 4, step: 49, loss: 6.007206916809082
[training] epoch: 4, step: 50, loss: 21.596101760864258
[training] epoch: 4, step: 51, loss: 6.113178253173828
[training] epoch: 4, step: 52, loss: 4.059164047241211
[training] epoch: 4, step: 53, loss: 5.705044269561768
[training] epoch: 4, step: 54, loss: 6.429378509521484
[training] epoch: 4, step: 55, loss: 5.058924198150635
[training] epoch: 4, step: 56, loss: 4.470671653747559
[training] epoch: 4, step: 57, loss: 2.7416326999664307
[training] epoch: 4, step: 58, loss: 8.72242259979248
[training] epoch: 4, step: 59, loss: 8.474996566772461
[training] epoch: 4, step: 60, loss: 9.598114967346191
[training] epoch: 4, step: 61, loss: 8.247833251953125
[training] epoch: 4, step: 62, loss: 4.841096878051758
[training] epoch: 4, step: 63, loss: 6.336984634399414
[training] epoch: 4, step: 64, loss: 17.882976531982422
[training] epoch: 4, step: 65, loss: 5.1305928230285645
[training] epoch: 4, step: 66, loss: 6.286526203155518
[training] epoch: 4, step: 67, loss: 4.183317184448242
[training] epoch: 4, step: 68, loss: 5.710577487945557
[training] epoch: 4, step: 69, loss: 8.645194053649902
[training] epoch: 4, step: 70, loss: 6.6368088722229
[training] epoch: 4, step: 71, loss: 9.500170707702637
[training] epoch: 4, step: 72, loss: 4.122600555419922
[training] epoch: 4, step: 73, loss: 3.2602391242980957
[training] epoch: 4, step: 74, loss: 2.957407236099243
[training] epoch: 4, step: 75, loss: 12.343818664550781
[training] epoch: 4, step: 76, loss: 27.86356544494629
[training] epoch: 4, step: 77, loss: 7.446528434753418
[training] epoch: 4, step: 78, loss: 14.005721092224121
[training] epoch: 4, step: 79, loss: 4.3780975341796875
[training] epoch: 4, step: 80, loss: 4.693905830383301
[training] epoch: 4, step: 81, loss: 5.867092609405518
[training] epoch: 4, step: 82, loss: 9.951910018920898
[training] epoch: 4, step: 83, loss: 4.031938076019287
[training] epoch: 4, step: 84, loss: 4.7061662673950195
[training] epoch: 4, step: 85, loss: 2.5871520042419434
[training] epoch: 4, step: 86, loss: 3.9172439575195312
[training] epoch: 4, step: 87, loss: 13.686938285827637
[training] epoch: 4, step: 88, loss: 2.107869863510132
[training] epoch: 4, step: 89, loss: 3.6286540031433105
