AlphaNet(
  (ts_cov10): Cov()
  (ts_corr10): Corr()
  (ts_stddev10): StdDev()
  (ts_zscore10): ZScore()
  (ts_return10): Return()
  (ts_decaylinear10): DecayLinear()
  (bn): BatchNorm2d(1, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (pooling): Pooling()
  (flatten): Flatten()
  (fc1): Linear(in_features=648, out_features=30, bias=True)
[training] epoch: 1, step: 98, loss: 3.7824270725250244
[training] epoch: 1, step: 99, loss: 5.471673965454102
[training] epoch: 1, step: 100, loss: 20.873281478881836
[training] epoch: 1, step: 101, loss: 11.338841438293457
[validation] epoch: 1, loss: 7.576499603762485
[training] epoch: 2, step: 1, loss: 6.626078128814697
[training] epoch: 2, step: 2, loss: 4.379158973693848
[training] epoch: 2, step: 3, loss: 8.495279312133789
[training] epoch: 2, step: 4, loss: 1.6777520179748535
[training] epoch: 2, step: 5, loss: 13.413884162902832
[training] epoch: 2, step: 6, loss: 11.308550834655762
[training] epoch: 2, step: 7, loss: 5.91427755355835
[training] epoch: 2, step: 8, loss: 2.741306781768799
[training] epoch: 2, step: 9, loss: 4.350481986999512
[training] epoch: 2, step: 10, loss: 5.295473098754883
[training] epoch: 2, step: 11, loss: 5.931230545043945
[training] epoch: 2, step: 12, loss: 6.094701290130615
[training] epoch: 2, step: 13, loss: 3.339996337890625
[training] epoch: 2, step: 14, loss: 7.0065836906433105
[training] epoch: 2, step: 15, loss: 4.769468784332275
[training] epoch: 2, step: 16, loss: 20.84559440612793
[training] epoch: 2, step: 17, loss: 15.612454414367676
[training] epoch: 2, step: 18, loss: 4.028176784515381
[training] epoch: 2, step: 19, loss: 4.663601875305176
[training] epoch: 2, step: 20, loss: 4.413547515869141
[training] epoch: 2, step: 21, loss: 3.801476001739502
[training] epoch: 2, step: 22, loss: 4.233827114105225
[training] epoch: 2, step: 23, loss: 6.683459281921387
[training] epoch: 2, step: 24, loss: 9.72614860534668
[training] epoch: 2, step: 25, loss: 6.3009819984436035
[training] epoch: 2, step: 26, loss: 4.751041889190674
[training] epoch: 2, step: 27, loss: 20.278743743896484
[training] epoch: 2, step: 28, loss: 15.280086517333984
[training] epoch: 2, step: 29, loss: 10.413784980773926
[training] epoch: 2, step: 30, loss: 8.447875022888184
[training] epoch: 2, step: 31, loss: 7.144900321960449
[training] epoch: 2, step: 32, loss: 6.147948265075684
[training] epoch: 2, step: 33, loss: 3.490013837814331
[training] epoch: 2, step: 34, loss: 2.2545087337493896
[training] epoch: 2, step: 35, loss: 3.5675604343414307
[training] epoch: 2, step: 36, loss: 1.53060781955719
[training] epoch: 2, step: 37, loss: 15.079463958740234
[training] epoch: 2, step: 38, loss: 13.090636253356934
[training] epoch: 2, step: 39, loss: 3.050304889678955
[training] epoch: 2, step: 40, loss: 6.594820499420166
[training] epoch: 2, step: 41, loss: 4.909077167510986
[training] epoch: 2, step: 42, loss: 3.1175243854522705
[training] epoch: 2, step: 43, loss: 5.964301586151123
[training] epoch: 2, step: 44, loss: 7.401267051696777
[training] epoch: 2, step: 45, loss: 8.427685737609863
[training] epoch: 2, step: 46, loss: 7.733531475067139
[training] epoch: 2, step: 47, loss: 3.175856113433838
[training] epoch: 2, step: 48, loss: 17.858646392822266
[training] epoch: 2, step: 49, loss: 6.026803970336914
[training] epoch: 2, step: 50, loss: 6.935944557189941
[training] epoch: 2, step: 51, loss: 4.759372234344482
[training] epoch: 2, step: 52, loss: 7.93890905380249
[training] epoch: 2, step: 53, loss: 8.589374542236328
[training] epoch: 2, step: 54, loss: 6.247032165527344
[training] epoch: 2, step: 55, loss: 3.0398905277252197
[training] epoch: 2, step: 56, loss: 6.827476501464844
[training] epoch: 2, step: 57, loss: 25.348669052124023
[training] epoch: 2, step: 58, loss: 5.351968288421631
[training] epoch: 2, step: 59, loss: 10.456210136413574
[training] epoch: 2, step: 60, loss: 3.007113218307495
[training] epoch: 2, step: 61, loss: 6.100409984588623
[training] epoch: 2, step: 62, loss: 6.052014350891113
[training] epoch: 2, step: 63, loss: 3.8046038150787354
[training] epoch: 2, step: 64, loss: 2.6329197883605957
[training] epoch: 2, step: 65, loss: 8.704379081726074
[training] epoch: 2, step: 66, loss: 6.174837589263916
[training] epoch: 2, step: 67, loss: 3.5095226764678955
[training] epoch: 2, step: 68, loss: 1.6860206127166748
[training] epoch: 2, step: 69, loss: 2.792191505432129
[training] epoch: 2, step: 70, loss: 2.5894999504089355
[training] epoch: 2, step: 71, loss: 4.0251994132995605
[training] epoch: 2, step: 72, loss: 1.6430118083953857
[training] epoch: 2, step: 73, loss: 2.0815269947052
[training] epoch: 2, step: 74, loss: 3.8621885776519775
[training] epoch: 2, step: 75, loss: 6.64473819732666
[training] epoch: 2, step: 76, loss: 14.861039161682129
[training] epoch: 2, step: 77, loss: 3.554304838180542
[training] epoch: 2, step: 78, loss: 8.939597129821777
[training] epoch: 2, step: 79, loss: 2.4644997119903564
[training] epoch: 2, step: 80, loss: 3.5029895305633545
[training] epoch: 2, step: 81, loss: 1.898214340209961
[training] epoch: 2, step: 82, loss: 3.6250553131103516
[training] epoch: 2, step: 83, loss: 3.035010576248169
[training] epoch: 2, step: 84, loss: 2.0257840156555176
[training] epoch: 2, step: 85, loss: 1.3363051414489746
[training] epoch: 2, step: 86, loss: 13.24194049835205
[training] epoch: 2, step: 87, loss: 30.44424057006836
[training] epoch: 2, step: 88, loss: 5.969146728515625
[training] epoch: 2, step: 89, loss: 12.64500617980957
[training] epoch: 2, step: 90, loss: 8.674511909484863
[training] epoch: 2, step: 91, loss: 5.898058891296387
[training] epoch: 2, step: 92, loss: 9.566988945007324
[training] epoch: 2, step: 93, loss: 9.46100902557373
[training] epoch: 2, step: 94, loss: 12.960989952087402
[training] epoch: 2, step: 95, loss: 4.923997402191162
[training] epoch: 2, step: 96, loss: 14.301162719726562
[training] epoch: 2, step: 97, loss: 17.16350555419922
[training] epoch: 2, step: 98, loss: 3.8916094303131104
[training] epoch: 2, step: 99, loss: 5.612110614776611
[training] epoch: 2, step: 100, loss: 20.813570022583008
[training] epoch: 2, step: 101, loss: 11.206490516662598
[validation] epoch: 2, loss: 7.607235575666522
2021-11-18 10:00:44
[testing] Loss: 7.452382759292527
