AlphaNet(
  (ts_cov10): Cov()
  (ts_corr10): Corr()
  (ts_stddev10): StdDev()
  (ts_zscore10): ZScore()
  (ts_return10): Return()
  (ts_decaylinear10): DecayLinear()
  (bn): BatchNorm2d(1, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (pooling): Pooling()
  (flatten): Flatten()
  (fc1): Linear(in_features=648, out_features=30, bias=True)
[training] epoch: 1, step: 98, loss: 4.0150957107543945
[training] epoch: 1, step: 99, loss: 5.489599227905273
[training] epoch: 1, step: 100, loss: 20.99325180053711
[training] epoch: 1, step: 101, loss: 11.318320274353027
[validation] epoch: 1, loss: 7.72580638380334
[training] epoch: 2, step: 1, loss: 6.644225597381592
[training] epoch: 2, step: 2, loss: 4.428534984588623
[training] epoch: 2, step: 3, loss: 8.509561538696289
[training] epoch: 2, step: 4, loss: 1.7299208641052246
[training] epoch: 2, step: 5, loss: 13.408648490905762
[training] epoch: 2, step: 6, loss: 11.17996883392334
[training] epoch: 2, step: 7, loss: 5.954257965087891
[training] epoch: 2, step: 8, loss: 2.788591146469116
[training] epoch: 2, step: 9, loss: 4.3835883140563965
[training] epoch: 2, step: 10, loss: 5.225233554840088
[training] epoch: 2, step: 11, loss: 5.949842929840088
[training] epoch: 2, step: 12, loss: 6.0994486808776855
[training] epoch: 2, step: 13, loss: 3.2753140926361084
[training] epoch: 2, step: 14, loss: 7.039216041564941
[training] epoch: 2, step: 15, loss: 4.650656223297119
[training] epoch: 2, step: 16, loss: 21.06862449645996
[training] epoch: 2, step: 17, loss: 15.481902122497559
[training] epoch: 2, step: 18, loss: 3.924612045288086
[training] epoch: 2, step: 19, loss: 4.645462989807129
[training] epoch: 2, step: 20, loss: 4.2736029624938965
[training] epoch: 2, step: 21, loss: 3.644432783126831
[training] epoch: 2, step: 22, loss: 4.279906749725342
[training] epoch: 2, step: 23, loss: 6.5693464279174805
[training] epoch: 2, step: 24, loss: 9.930153846740723
[training] epoch: 2, step: 25, loss: 6.294010639190674
[training] epoch: 2, step: 26, loss: 4.836535453796387
[training] epoch: 2, step: 27, loss: 20.298660278320312
[training] epoch: 2, step: 28, loss: 15.410313606262207
[training] epoch: 2, step: 29, loss: 10.434782028198242
[training] epoch: 2, step: 30, loss: 8.476442337036133
[training] epoch: 2, step: 31, loss: 7.162344455718994
[training] epoch: 2, step: 32, loss: 6.173732280731201
[training] epoch: 2, step: 33, loss: 3.4317739009857178
[training] epoch: 2, step: 34, loss: 2.250845193862915
[training] epoch: 2, step: 35, loss: 3.5634255409240723
[training] epoch: 2, step: 36, loss: 1.489342451095581
[training] epoch: 2, step: 37, loss: 15.004483222961426
[training] epoch: 2, step: 38, loss: 12.867226600646973
[training] epoch: 2, step: 39, loss: 2.9806113243103027
[training] epoch: 2, step: 40, loss: 6.678492069244385
[training] epoch: 2, step: 41, loss: 5.071380615234375
[training] epoch: 2, step: 42, loss: 3.048689603805542
[training] epoch: 2, step: 43, loss: 5.864680767059326
[training] epoch: 2, step: 44, loss: 7.3865132331848145
[training] epoch: 2, step: 45, loss: 8.51634407043457
[training] epoch: 2, step: 46, loss: 7.61995792388916
[training] epoch: 2, step: 47, loss: 3.1558074951171875
[training] epoch: 2, step: 48, loss: 17.747079849243164
[training] epoch: 2, step: 49, loss: 6.144979953765869
[training] epoch: 2, step: 50, loss: 6.881539344787598
[training] epoch: 2, step: 51, loss: 4.666032791137695
[training] epoch: 2, step: 52, loss: 7.898576259613037
[training] epoch: 2, step: 53, loss: 8.5698881149292
[training] epoch: 2, step: 54, loss: 6.310362815856934
[training] epoch: 2, step: 55, loss: 3.0350444316864014
[training] epoch: 2, step: 56, loss: 6.862491607666016
[training] epoch: 2, step: 57, loss: 25.211233139038086
[training] epoch: 2, step: 58, loss: 5.290194988250732
[training] epoch: 2, step: 59, loss: 10.341079711914062
[training] epoch: 2, step: 60, loss: 2.898479700088501
[training] epoch: 2, step: 61, loss: 6.112660884857178
[training] epoch: 2, step: 62, loss: 6.107281684875488
[training] epoch: 2, step: 63, loss: 3.8527991771698
[training] epoch: 2, step: 64, loss: 2.684246301651001
[training] epoch: 2, step: 65, loss: 8.679059028625488
[training] epoch: 2, step: 66, loss: 6.179995536804199
[training] epoch: 2, step: 67, loss: 3.437661647796631
[training] epoch: 2, step: 68, loss: 1.7164522409439087
[training] epoch: 2, step: 69, loss: 2.8361892700195312
[training] epoch: 2, step: 70, loss: 2.584155321121216
[training] epoch: 2, step: 71, loss: 4.033680438995361
[training] epoch: 2, step: 72, loss: 1.688266396522522
[training] epoch: 2, step: 73, loss: 2.1710853576660156
[training] epoch: 2, step: 74, loss: 3.8674631118774414
[training] epoch: 2, step: 75, loss: 6.756453990936279
[training] epoch: 2, step: 76, loss: 14.922853469848633
[training] epoch: 2, step: 77, loss: 3.479247570037842
[training] epoch: 2, step: 78, loss: 8.890419006347656
[training] epoch: 2, step: 79, loss: 2.4834964275360107
[training] epoch: 2, step: 80, loss: 3.50453519821167
[training] epoch: 2, step: 81, loss: 2.022958755493164
[training] epoch: 2, step: 82, loss: 3.602992534637451
[training] epoch: 2, step: 83, loss: 3.030836820602417
[training] epoch: 2, step: 84, loss: 1.9371522665023804
[training] epoch: 2, step: 85, loss: 1.333046793937683
[training] epoch: 2, step: 86, loss: 13.190692901611328
[training] epoch: 2, step: 87, loss: 30.644447326660156
[training] epoch: 2, step: 88, loss: 5.904520511627197
[training] epoch: 2, step: 89, loss: 12.763051986694336
[training] epoch: 2, step: 90, loss: 8.86813735961914
[training] epoch: 2, step: 91, loss: 5.842156887054443
[training] epoch: 2, step: 92, loss: 9.477428436279297
[training] epoch: 2, step: 93, loss: 9.45682430267334
[training] epoch: 2, step: 94, loss: 12.97233772277832
[training] epoch: 2, step: 95, loss: 4.993719577789307
[training] epoch: 2, step: 96, loss: 14.170275688171387
[training] epoch: 2, step: 97, loss: 17.15851593017578
[training] epoch: 2, step: 98, loss: 4.042268753051758
[training] epoch: 2, step: 99, loss: 5.4828386306762695
[training] epoch: 2, step: 100, loss: 20.933917999267578
[training] epoch: 2, step: 101, loss: 11.334345817565918
[validation] epoch: 2, loss: 7.675235924154225
[training] epoch: 3, step: 1, loss: 6.567189693450928
[training] epoch: 3, step: 2, loss: 4.450836181640625
[training] epoch: 3, step: 3, loss: 8.504491806030273
[training] epoch: 3, step: 4, loss: 1.7200024127960205
[training] epoch: 3, step: 5, loss: 13.38810920715332
[training] epoch: 3, step: 6, loss: 11.091123580932617
[training] epoch: 3, step: 7, loss: 5.941247463226318
[training] epoch: 3, step: 8, loss: 2.7715494632720947
[training] epoch: 3, step: 9, loss: 4.261073589324951
[training] epoch: 3, step: 10, loss: 5.171635627746582
[training] epoch: 3, step: 11, loss: 5.922755241394043
[training] epoch: 3, step: 12, loss: 6.0607733726501465
[training] epoch: 3, step: 13, loss: 3.3367607593536377
[training] epoch: 3, step: 14, loss: 6.846922397613525
[training] epoch: 3, step: 15, loss: 4.707511901855469
[training] epoch: 3, step: 16, loss: 20.890600204467773
[training] epoch: 3, step: 17, loss: 15.442630767822266
[training] epoch: 3, step: 18, loss: 3.829165458679199
[training] epoch: 3, step: 19, loss: 4.5958452224731445
[training] epoch: 3, step: 20, loss: 4.2966628074646
[training] epoch: 3, step: 21, loss: 3.6105847358703613
[training] epoch: 3, step: 22, loss: 4.23443078994751
[training] epoch: 3, step: 23, loss: 6.5959577560424805
[training] epoch: 3, step: 24, loss: 9.871722221374512
[training] epoch: 3, step: 25, loss: 6.281792163848877
[training] epoch: 3, step: 26, loss: 4.785857200622559
[training] epoch: 3, step: 27, loss: 20.403179168701172
[training] epoch: 3, step: 28, loss: 15.426656723022461
[training] epoch: 3, step: 29, loss: 10.460676193237305
[training] epoch: 3, step: 30, loss: 8.428852081298828
[training] epoch: 3, step: 31, loss: 7.061251163482666
[training] epoch: 3, step: 32, loss: 6.109067440032959
[training] epoch: 3, step: 33, loss: 3.447221517562866
[training] epoch: 3, step: 34, loss: 2.2299938201904297
[training] epoch: 3, step: 35, loss: 3.569169282913208
[training] epoch: 3, step: 36, loss: 1.515784740447998
[training] epoch: 3, step: 37, loss: 15.075130462646484
[training] epoch: 3, step: 38, loss: 12.886262893676758
[training] epoch: 3, step: 39, loss: 2.9520764350891113
[training] epoch: 3, step: 40, loss: 6.716948509216309
[training] epoch: 3, step: 41, loss: 5.038571357727051
[training] epoch: 3, step: 42, loss: 3.061371326446533
[training] epoch: 3, step: 43, loss: 5.906132221221924
[training] epoch: 3, step: 44, loss: 7.295729637145996
[training] epoch: 3, step: 45, loss: 8.452845573425293
[training] epoch: 3, step: 46, loss: 7.654190540313721
[training] epoch: 3, step: 47, loss: 3.2013769149780273
[training] epoch: 3, step: 48, loss: 17.74358367919922
[training] epoch: 3, step: 49, loss: 6.074941635131836
[training] epoch: 3, step: 50, loss: 6.896719455718994
[training] epoch: 3, step: 51, loss: 4.7593841552734375
[training] epoch: 3, step: 52, loss: 7.889173984527588
[training] epoch: 3, step: 53, loss: 8.459663391113281
[training] epoch: 3, step: 54, loss: 6.3211846351623535
[training] epoch: 3, step: 55, loss: 3.0971100330352783
[training] epoch: 3, step: 56, loss: 6.823398590087891
[training] epoch: 3, step: 57, loss: 25.173627853393555
[training] epoch: 3, step: 58, loss: 5.304325580596924
[training] epoch: 3, step: 59, loss: 10.39981460571289
[training] epoch: 3, step: 60, loss: 2.9089832305908203
[training] epoch: 3, step: 61, loss: 6.110415458679199
[training] epoch: 3, step: 62, loss: 6.117432117462158
[training] epoch: 3, step: 63, loss: 3.8433408737182617
[training] epoch: 3, step: 64, loss: 2.701225996017456
[training] epoch: 3, step: 65, loss: 8.619839668273926
[training] epoch: 3, step: 66, loss: 6.1841206550598145
[training] epoch: 3, step: 67, loss: 3.54315447807312
[training] epoch: 3, step: 68, loss: 1.745890736579895
[training] epoch: 3, step: 69, loss: 2.889112710952759
[training] epoch: 3, step: 70, loss: 2.6001226902008057
[training] epoch: 3, step: 71, loss: 4.032815456390381
[training] epoch: 3, step: 72, loss: 1.6575725078582764
[training] epoch: 3, step: 73, loss: 2.171067476272583
[training] epoch: 3, step: 74, loss: 3.8628435134887695
[training] epoch: 3, step: 75, loss: 6.643779277801514
[training] epoch: 3, step: 76, loss: 14.8869047164917
[training] epoch: 3, step: 77, loss: 3.458361864089966
[training] epoch: 3, step: 78, loss: 8.909017562866211
[training] epoch: 3, step: 79, loss: 2.4726204872131348
[training] epoch: 3, step: 80, loss: 3.5268394947052
[training] epoch: 3, step: 81, loss: 2.0123989582061768
[training] epoch: 3, step: 82, loss: 3.6048760414123535
[training] epoch: 3, step: 83, loss: 3.0316779613494873
[training] epoch: 3, step: 84, loss: 1.951676845550537
[training] epoch: 3, step: 85, loss: 1.3302855491638184
[training] epoch: 3, step: 86, loss: 13.111607551574707
[training] epoch: 3, step: 87, loss: 30.5932674407959
[training] epoch: 3, step: 88, loss: 5.845129013061523
[training] epoch: 3, step: 89, loss: 12.705548286437988
[training] epoch: 3, step: 90, loss: 8.875568389892578
[training] epoch: 3, step: 91, loss: 5.94324254989624
[training] epoch: 3, step: 92, loss: 9.509078979492188
[training] epoch: 3, step: 93, loss: 9.337864875793457
[training] epoch: 3, step: 94, loss: 12.99285888671875
[training] epoch: 3, step: 95, loss: 4.996207237243652
[training] epoch: 3, step: 96, loss: 14.229744911193848
[training] epoch: 3, step: 97, loss: 17.078569412231445
[training] epoch: 3, step: 98, loss: 3.973083734512329
[training] epoch: 3, step: 99, loss: 5.455742359161377
[training] epoch: 3, step: 100, loss: 20.795461654663086
[training] epoch: 3, step: 101, loss: 11.380060195922852
[validation] epoch: 3, loss: 7.619957295974882
[training] epoch: 4, step: 1, loss: 6.49300479888916
[training] epoch: 4, step: 2, loss: 4.396609306335449
[training] epoch: 4, step: 3, loss: 8.423978805541992
[training] epoch: 4, step: 4, loss: 1.7038462162017822
[training] epoch: 4, step: 5, loss: 13.353812217712402
[training] epoch: 4, step: 6, loss: 11.249728202819824
[training] epoch: 4, step: 7, loss: 5.919022560119629
[training] epoch: 4, step: 8, loss: 2.7572991847991943
[training] epoch: 4, step: 9, loss: 4.333809852600098
[training] epoch: 4, step: 10, loss: 5.169256210327148
[training] epoch: 4, step: 11, loss: 5.954677104949951
[training] epoch: 4, step: 12, loss: 6.121628761291504
[training] epoch: 4, step: 13, loss: 3.3429646492004395
[training] epoch: 4, step: 14, loss: 6.762580394744873
[training] epoch: 4, step: 15, loss: 4.732420921325684
[training] epoch: 4, step: 16, loss: 21.200593948364258
[training] epoch: 4, step: 17, loss: 15.441008567810059
[training] epoch: 4, step: 18, loss: 3.910992383956909
[training] epoch: 4, step: 19, loss: 4.575878620147705
[training] epoch: 4, step: 20, loss: 4.109920978546143
[training] epoch: 4, step: 21, loss: 3.66613507270813
[training] epoch: 4, step: 22, loss: 4.201443195343018
[training] epoch: 4, step: 23, loss: 6.5103254318237305
[training] epoch: 4, step: 24, loss: 9.792383193969727
[training] epoch: 4, step: 25, loss: 6.246313095092773
[training] epoch: 4, step: 26, loss: 4.765445709228516
[training] epoch: 4, step: 27, loss: 20.272737503051758
[training] epoch: 4, step: 28, loss: 15.306035041809082
[training] epoch: 4, step: 29, loss: 10.437134742736816
[training] epoch: 4, step: 30, loss: 8.431539535522461
[training] epoch: 4, step: 31, loss: 7.181184768676758
[training] epoch: 4, step: 32, loss: 6.144230842590332
[training] epoch: 4, step: 33, loss: 3.4600610733032227
[training] epoch: 4, step: 34, loss: 2.1869237422943115
[training] epoch: 4, step: 35, loss: 3.5886552333831787
[training] epoch: 4, step: 36, loss: 1.5064468383789062
[training] epoch: 4, step: 37, loss: 14.97264289855957
[training] epoch: 4, step: 38, loss: 12.722145080566406
[training] epoch: 4, step: 39, loss: 3.0002379417419434
[training] epoch: 4, step: 40, loss: 6.707764148712158
[training] epoch: 4, step: 41, loss: 5.017891883850098
[training] epoch: 4, step: 42, loss: 3.0776116847991943
[training] epoch: 4, step: 43, loss: 5.896717071533203
[training] epoch: 4, step: 44, loss: 7.2979278564453125
[training] epoch: 4, step: 45, loss: 8.510775566101074
[training] epoch: 4, step: 46, loss: 7.664956569671631
[training] epoch: 4, step: 47, loss: 3.2291135787963867
[training] epoch: 4, step: 48, loss: 17.761316299438477
[training] epoch: 4, step: 49, loss: 6.173835277557373
[training] epoch: 4, step: 50, loss: 6.909595966339111
[training] epoch: 4, step: 51, loss: 4.742323398590088
[training] epoch: 4, step: 52, loss: 7.86238431930542
[training] epoch: 4, step: 53, loss: 8.452574729919434
[training] epoch: 4, step: 54, loss: 6.332447528839111
[training] epoch: 4, step: 55, loss: 3.018921136856079
[training] epoch: 4, step: 56, loss: 6.85561990737915
[training] epoch: 4, step: 57, loss: 25.113027572631836
[training] epoch: 4, step: 58, loss: 5.277533054351807
[training] epoch: 4, step: 59, loss: 10.355427742004395
[training] epoch: 4, step: 60, loss: 2.9428277015686035
[training] epoch: 4, step: 61, loss: 6.189271450042725
[training] epoch: 4, step: 62, loss: 6.131589889526367
[training] epoch: 4, step: 63, loss: 3.8083865642547607
[training] epoch: 4, step: 64, loss: 2.712559223175049
[training] epoch: 4, step: 65, loss: 8.747264862060547
[training] epoch: 4, step: 66, loss: 6.2463788986206055
[training] epoch: 4, step: 67, loss: 3.538008213043213
[training] epoch: 4, step: 68, loss: 1.7743074893951416
[training] epoch: 4, step: 69, loss: 2.7428853511810303
[training] epoch: 4, step: 70, loss: 2.5796313285827637
[training] epoch: 4, step: 71, loss: 4.062114238739014
[training] epoch: 4, step: 72, loss: 1.6570518016815186
[training] epoch: 4, step: 73, loss: 2.1417622566223145
[training] epoch: 4, step: 74, loss: 3.9430627822875977
[training] epoch: 4, step: 75, loss: 6.7181220054626465
[training] epoch: 4, step: 76, loss: 14.71908950805664
[training] epoch: 4, step: 77, loss: 3.4958274364471436
[training] epoch: 4, step: 78, loss: 8.953544616699219
[training] epoch: 4, step: 79, loss: 2.4993269443511963
[training] epoch: 4, step: 80, loss: 3.513184070587158
[training] epoch: 4, step: 81, loss: 1.9574414491653442
[training] epoch: 4, step: 82, loss: 3.5809073448181152
[training] epoch: 4, step: 83, loss: 3.04964017868042
[training] epoch: 4, step: 84, loss: 1.94588303565979
[training] epoch: 4, step: 85, loss: 1.3536711931228638
[training] epoch: 4, step: 86, loss: 13.140111923217773
[training] epoch: 4, step: 87, loss: 30.61567497253418
[training] epoch: 4, step: 88, loss: 5.854758262634277
[training] epoch: 4, step: 89, loss: 12.590495109558105
[training] epoch: 4, step: 90, loss: 8.916420936584473
[training] epoch: 4, step: 91, loss: 5.90474271774292
[training] epoch: 4, step: 92, loss: 9.519224166870117
[training] epoch: 4, step: 93, loss: 9.394813537597656
[training] epoch: 4, step: 94, loss: 13.03539752960205
[training] epoch: 4, step: 95, loss: 4.971339702606201
[training] epoch: 4, step: 96, loss: 14.187498092651367
[training] epoch: 4, step: 97, loss: 17.045223236083984
[training] epoch: 4, step: 98, loss: 3.9447786808013916
[training] epoch: 4, step: 99, loss: 5.478262901306152
[training] epoch: 4, step: 100, loss: 20.82077407836914
[training] epoch: 4, step: 101, loss: 11.309198379516602
[validation] epoch: 4, loss: 7.586530880172654
[training] epoch: 5, step: 1, loss: 6.482924938201904
[training] epoch: 5, step: 2, loss: 4.485811233520508
[training] epoch: 5, step: 3, loss: 8.344599723815918
[training] epoch: 5, step: 4, loss: 1.7013837099075317
[training] epoch: 5, step: 5, loss: 13.285733222961426
[training] epoch: 5, step: 6, loss: 11.172292709350586
[training] epoch: 5, step: 7, loss: 5.916933536529541
[training] epoch: 5, step: 8, loss: 2.734163761138916
[training] epoch: 5, step: 9, loss: 4.350698471069336
[training] epoch: 5, step: 10, loss: 5.167679786682129
[training] epoch: 5, step: 11, loss: 5.871314525604248
[training] epoch: 5, step: 12, loss: 6.014972686767578
[training] epoch: 5, step: 13, loss: 3.327718496322632
[training] epoch: 5, step: 14, loss: 6.731825351715088
[training] epoch: 5, step: 15, loss: 4.785736560821533
[training] epoch: 5, step: 16, loss: 20.749126434326172
[training] epoch: 5, step: 17, loss: 15.30528450012207
[training] epoch: 5, step: 18, loss: 3.8862876892089844
[training] epoch: 5, step: 19, loss: 4.663760185241699
[training] epoch: 5, step: 20, loss: 4.208629131317139
[training] epoch: 5, step: 21, loss: 3.6957294940948486
[training] epoch: 5, step: 22, loss: 4.16011905670166
[training] epoch: 5, step: 23, loss: 6.3870768547058105
[training] epoch: 5, step: 24, loss: 9.919746398925781
[training] epoch: 5, step: 25, loss: 6.271003246307373
[training] epoch: 5, step: 26, loss: 4.854837417602539
[training] epoch: 5, step: 27, loss: 20.353633880615234
[training] epoch: 5, step: 28, loss: 15.379509925842285
[training] epoch: 5, step: 29, loss: 10.305222511291504
[training] epoch: 5, step: 30, loss: 8.464555740356445
[training] epoch: 5, step: 31, loss: 7.139581203460693
[training] epoch: 5, step: 32, loss: 6.152688026428223
[training] epoch: 5, step: 33, loss: 3.4192442893981934
[training] epoch: 5, step: 34, loss: 2.202453136444092
[training] epoch: 5, step: 35, loss: 3.511430025100708
[training] epoch: 5, step: 36, loss: 1.473096489906311
[training] epoch: 5, step: 37, loss: 15.0217866897583
[training] epoch: 5, step: 38, loss: 12.830303192138672
[training] epoch: 5, step: 39, loss: 2.9575204849243164
[training] epoch: 5, step: 40, loss: 6.6277174949646
[training] epoch: 5, step: 41, loss: 4.986205101013184
[training] epoch: 5, step: 42, loss: 3.096245765686035
[training] epoch: 5, step: 43, loss: 5.9449462890625
[training] epoch: 5, step: 44, loss: 7.2990522384643555
[training] epoch: 5, step: 45, loss: 8.564021110534668
[training] epoch: 5, step: 46, loss: 7.669877529144287
[training] epoch: 5, step: 47, loss: 3.2375974655151367
[training] epoch: 5, step: 48, loss: 17.62971305847168
[training] epoch: 5, step: 49, loss: 6.11236572265625
[training] epoch: 5, step: 50, loss: 6.854220867156982
[training] epoch: 5, step: 51, loss: 4.712997913360596
[training] epoch: 5, step: 52, loss: 7.974723815917969
[training] epoch: 5, step: 53, loss: 8.482956886291504
[training] epoch: 5, step: 54, loss: 6.289913654327393
[training] epoch: 5, step: 55, loss: 3.0484890937805176
[training] epoch: 5, step: 56, loss: 6.803283214569092
[training] epoch: 5, step: 57, loss: 25.091949462890625
[training] epoch: 5, step: 58, loss: 5.376460075378418
[training] epoch: 5, step: 59, loss: 10.266833305358887
[training] epoch: 5, step: 60, loss: 2.863171339035034
[training] epoch: 5, step: 61, loss: 6.1964030265808105
[training] epoch: 5, step: 62, loss: 6.02669620513916
[training] epoch: 5, step: 63, loss: 3.786968231201172
[training] epoch: 5, step: 64, loss: 2.640238046646118
[training] epoch: 5, step: 65, loss: 8.563580513000488
[training] epoch: 5, step: 66, loss: 6.188745975494385
[training] epoch: 5, step: 67, loss: 3.5714006423950195
[training] epoch: 5, step: 68, loss: 1.71727454662323
[training] epoch: 5, step: 69, loss: 2.8655405044555664
[training] epoch: 5, step: 70, loss: 2.650482654571533
[training] epoch: 5, step: 71, loss: 3.977583885192871
[training] epoch: 5, step: 72, loss: 1.6459020376205444
[training] epoch: 5, step: 73, loss: 2.1634809970855713
[training] epoch: 5, step: 74, loss: 3.966632843017578
[training] epoch: 5, step: 75, loss: 6.742852210998535
[training] epoch: 5, step: 76, loss: 14.78141975402832
[training] epoch: 5, step: 77, loss: 3.4294519424438477
[training] epoch: 5, step: 78, loss: 8.942852973937988
[training] epoch: 5, step: 79, loss: 2.493778944015503
[training] epoch: 5, step: 80, loss: 3.512035608291626
[training] epoch: 5, step: 81, loss: 1.9487606287002563
[training] epoch: 5, step: 82, loss: 3.5799388885498047
[training] epoch: 5, step: 83, loss: 3.0454108715057373
[training] epoch: 5, step: 84, loss: 1.9204450845718384
[training] epoch: 5, step: 85, loss: 1.3480628728866577
[training] epoch: 5, step: 86, loss: 13.272150993347168
[training] epoch: 5, step: 87, loss: 30.6365966796875
[training] epoch: 5, step: 88, loss: 5.892416954040527
[training] epoch: 5, step: 89, loss: 12.593948364257812
